empleado_num,cantidad_horas,justificacion,fecha_registro
V83021,2,AOG de ultimo momento,2024-10-24 08:19:46.542810
BE3019,2,Voluntariado,2024-02-18 13:19:57.748449
V89890,1,AOG de ultimo momento,2025-07-27 18:13:51.896228
CD0002,3,Revision de inventario trimestral,2024-02-05 11:04:23.666460
V56718,2,Mantenimiento,2024-03-21 10:00:16.223001
CD0002,1,Operacion de Emergencia,2026-01-27 12:49:41.109690
V56718,2,Revision de inventario trimestral,2025-08-17 15:58:56.926865
CD0002,4,Reunion de proyectos,2024-08-13 15:01:17.550404
CD0002,2,Revision de inventario trimestral,2025-01-20 17:43:49.193994
CD0001,5,Reunion de proyectos,2025-10-06 18:08:16.935380
V09973,3,Revision de inventario trimestral,2025-12-26 14:59:23.831784
CD0002,3,Operacion de Emergencia,2025-12-02 16:53:01.128966
V09973,1,AOG de ultimo momento,2026-03-14 09:35:55.730282
RH8901,3,Requerimiento de proyectos,2026-04-10 11:14:01.543219
DR8901,1,Voluntariado,2024-08-30 18:47:54.236177
RH8901,3,Operacion de Emergencia,2025-07-17 11:56:07.069279
V89890,3,Requerimiento de proyectos,2026-03-01 17:01:23.448554
V56718,3,Operacion de Emergencia,2026-03-09 09:49:33.511543
V89890,4,Capacitacion,2024-02-28 11:10:22.511782
V89890,4,Voluntariado,2025-01-02 09:00:50.615083
V56718,1,Operacion de Emergencia,2025-04-29 17:41:20.089229
BE3019,2,Mantenimiento,2026-04-01 08:45:51.741838
BE3019,2,Reunion de proyectos,2025-10-08 12:16:05.300493
V89890,1,AOG de ultimo momento,2025-09-05 16:24:09.183029
V89890,2,AOG de ultimo momento,2025-05-29 09:27:05.887900
AV9029,3,Voluntariado,2025-01-22 13:55:03.838943
AV9029,2,Mantenimiento,2025-03-13 09:27:50.130245
BE3019,4,Capacitacion,2025-01-10 16:27:31.559635
V89890,3,Mantenimiento,2025-05-11 13:55:28.019215
V56718,2,Voluntariado,2024-10-07 18:25:56.925791
V56718,1,Requerimiento del almacen,2024-04-04 15:05:47.649294
CD0002,1,Capacitacion,2025-08-13 13:49:44.510527
V56718,5,Reunion de proyectos,2025-09-04 12:37:10.090987
V89890,5,Requerimiento del almacen,2025-04-23 12:33:36.203282
V09973,2,Requerimiento del almacen,2025-08-29 15:09:08.406987
V09973,5,Operacion de Emergencia,2024-07-13 18:59:34.574866
BE3019,4,AOG de ultimo momento,2024-03-23 17:53:25.181707
V56718,1,Revision de inventario trimestral,2025-08-16 11:38:54.836308
V56718,2,Reunion de proyectos,2024-03-15 08:30:52.496722
RH8901,1,Reunion de proyectos,2025-10-14 08:05:09.019755
V56718,4,Voluntariado,2024-08-01 18:06:21.806283
AV9029,2,AOG de ultimo momento,2024-05-07 16:58:22.339860
V09973,2,Revision de inventario trimestral,2024-09-14 13:01:08.424779
V09973,2,Reunion de proyectos,2026-03-24 17:21:52.925724
V89890,4,AOG de ultimo momento,2026-03-03 09:41:36.083362
V56718,2,Voluntariado,2025-11-22 18:48:49.755645
V56718,1,Mantenimiento,2024-05-03 13:20:34.291105
V83021,4,Voluntariado,2026-03-26 17:08:58.239276
V56718,2,Mantenimiento,2025-08-09 08:13:56.132254
V89890,2,Voluntariado,2025-06-17 16:41:46.735107
V89890,1,Voluntariado,2024-07-09 09:46:58.956907
V83021,3,Requerimiento del almacen,2024-11-06 09:19:17.956028
V89890,2,Revision de inventario trimestral,2026-04-18 12:37:00.348904
DR8901,5,Requerimiento del almacen,2026-02-07 10:14:58.229742
V89890,3,Voluntariado,2025-06-12 16:13:46.525854
CD0002,1,Reunion de proyectos,2024-01-24 18:57:22.064008
DR8901,1,Voluntariado,2024-10-21 11:06:15.055647
V83021,4,Voluntariado,2026-03-15 18:37:34.799980
BE3019,3,Capacitacion,2026-02-04 08:44:00.263601
V09973,2,Reunion de proyectos,2026-04-06 13:15:47.279238
CD0002,2,Voluntariado,2025-02-27 14:03:10.438167
CD0002,3,Mantenimiento,2025-11-24 16:22:25.044980
CD0002,5,Requerimiento de proyectos,2025-10-20 11:24:40.717363
V83021,2,AOG de ultimo momento,2024-09-29 13:11:51.964689
V09973,2,Capacitacion,2025-04-19 08:40:27.814681
DR8901,5,Reunion de proyectos,2024-03-22 17:59:19.063415
V83021,3,Mantenimiento,2025-04-28 14:42:37.074005
V56718,2,Reunion de proyectos,2025-08-21 15:45:13.717689
DR8901,4,Capacitacion,2025-08-04 08:43:27.321794
AV9029,4,Mantenimiento,2024-10-13 15:37:08.238950
RH8901,2,Mantenimiento,2024-12-12 12:18:43.972890
CD0001,2,Voluntariado,2024-01-10 14:49:52.561757
CD0001,5,Requerimiento del almacen,2025-04-23 12:00:46.177454
V89890,2,Reunion de proyectos,2026-01-25 13:45:11.360272
AV9029,1,Operacion de Emergencia,2024-07-08 08:54:58.719476
DR8901,2,Revision de inventario trimestral,2024-01-08 13:42:41.572183
V89890,4,Mantenimiento,2024-04-22 17:31:32.989282
DR8901,1,Reunion de proyectos,2025-05-30 08:11:45.104442
RH8901,4,Reunion de proyectos,2024-01-15 11:00:46.036878
AV9029,1,Reunion de proyectos,2026-03-29 09:41:04.326501
V56718,2,Requerimiento de proyectos,2024-10-25 09:50:28.968742
CD0001,1,Voluntariado,2025-12-12 16:56:57.526586
BE3019,5,Mantenimiento,2025-11-21 11:41:02.638482
V83021,3,AOG de ultimo momento,2026-01-01 11:57:20.202986
CD0002,3,Reunion de proyectos,2024-03-26 16:14:21.091972
DR8901,2,AOG de ultimo momento,2025-10-11 12:10:26.690472
RH8901,2,Requerimiento de proyectos,2026-01-09 17:15:41.317027
DR8901,2,Operacion de Emergencia,2024-03-21 16:59:31.616892
CD0001,1,Capacitacion,2024-11-17 17:41:46.932782
DR8901,4,Mantenimiento,2024-10-11 09:38:02.932913
AV9029,2,Voluntariado,2025-12-12 18:24:59.193588
BE3019,2,Operacion de Emergencia,2025-09-08 18:10:27.804998
BE3019,2,Operacion de Emergencia,2024-12-30 15:20:23.765783
RH8901,2,Operacion de Emergencia,2024-01-04 13:55:16.852450
DR8901,1,Operacion de Emergencia,2025-01-05 17:49:03.636595
V83021,3,Requerimiento del almacen,2024-10-19 15:26:15.410868
BE3019,1,Operacion de Emergencia,2026-02-09 12:27:53.740201
V56718,1,Reunion de proyectos,2025-07-13 14:08:09.180872
CD0001,2,Capacitacion,2024-12-28 13:55:51.818490
DR8901,5,Requerimiento de proyectos,2025-11-20 16:15:47.991019
RH8901,2,Capacitacion,2024-12-01 14:38:05.516215
V56718,4,Operacion de Emergencia,2025-09-02 18:12:18.095700
AV9029,3,Revision de inventario trimestral,2024-04-24 09:07:45.279140
DR8901,4,Requerimiento de proyectos,2026-04-18 17:05:03.424051
V89890,5,Mantenimiento,2024-09-12 13:10:22.345345
AV9029,2,AOG de ultimo momento,2024-12-04 11:25:07.852481
CD0001,5,Capacitacion,2025-11-27 09:22:10.642917
DR8901,1,Voluntariado,2025-07-06 12:05:42.155744
CD0001,1,Voluntariado,2024-12-10 18:02:39.230158
V83021,3,Revision de inventario trimestral,2024-12-29 14:58:38.013546
V56718,2,Requerimiento de proyectos,2025-10-17 14:49:44.054368
RH8901,1,Reunion de proyectos,2025-04-02 15:15:05.497712
CD0002,1,Reunion de proyectos,2024-09-10 15:11:35.851828
V89890,2,Requerimiento de proyectos,2025-10-10 14:41:08.872852
BE3019,2,AOG de ultimo momento,2026-03-14 11:02:40.845803
RH8901,1,Requerimiento de proyectos,2024-12-23 11:33:20.030986
BE3019,3,Mantenimiento,2024-01-18 16:24:29.343753
AV9029,3,Capacitacion,2024-06-16 18:44:00.854251
V83021,3,Revision de inventario trimestral,2025-09-05 10:34:10.948128
RH8901,2,Requerimiento del almacen,2024-02-18 15:59:40.457928
V89890,2,Operacion de Emergencia,2025-06-18 09:47:24.487109
V83021,2,Capacitacion,2025-11-21 09:19:29.307118
CD0002,3,Mantenimiento,2024-06-16 16:09:58.306909
CD0001,3,Operacion de Emergencia,2025-04-22 16:59:31.441006
BE3019,2,AOG de ultimo momento,2024-07-26 13:53:39.378245
V09973,1,Reunion de proyectos,2025-02-16 12:46:32.686528
BE3019,1,Requerimiento de proyectos,2025-04-02 18:30:49.258648
CD0001,2,Requerimiento del almacen,2025-01-13 08:32:39.015827
DR8901,2,Capacitacion,2024-07-10 15:21:52.092564
V09973,2,Requerimiento de proyectos,2025-11-05 10:37:16.265409
DR8901,1,Requerimiento de proyectos,2024-10-01 09:32:47.310627
V89890,1,Requerimiento de proyectos,2025-01-27 15:30:09.917372
V56718,1,Voluntariado,2024-06-12 14:14:55.728381
CD0001,2,Revision de inventario trimestral,2025-02-12 10:34:18.429008
AV9029,4,Reunion de proyectos,2025-12-12 18:09:07.638758
V89890,4,Revision de inventario trimestral,2025-12-30 08:40:48.745449
V09973,1,Operacion de Emergencia,2024-04-06 10:20:29.194484
V89890,2,Operacion de Emergencia,2024-05-11 14:32:10.319149
CD0002,1,Capacitacion,2026-02-25 13:22:27.450606
CD0002,2,Voluntariado,2024-01-14 13:12:32.597674
AV9029,3,Operacion de Emergencia,2026-02-27 15:36:47.365939
DR8901,2,Reunion de proyectos,2024-06-06 18:16:40.882145
AV9029,1,Revision de inventario trimestral,2026-04-14 18:58:44.635907
DR8901,4,Revision de inventario trimestral,2025-04-28 10:51:43.273109
RH8901,4,Reunion de proyectos,2024-05-26 14:23:23.520313
CD0001,3,Reunion de proyectos,2024-05-27 16:05:10.188193
DR8901,3,Voluntariado,2024-10-28 12:12:57.794165
V83021,1,Revision de inventario trimestral,2025-06-04 10:14:46.003342
RH8901,3,Requerimiento de proyectos,2024-08-15 10:48:58.639675
V89890,1,Operacion de Emergencia,2025-12-04 10:38:26.492559
CD0002,3,Mantenimiento,2025-09-16 09:15:26.999868
CD0002,5,AOG de ultimo momento,2025-02-25 12:38:05.370025
V56718,2,Voluntariado,2024-11-09 10:44:28.596643
CD0002,1,Voluntariado,2024-02-28 12:18:45.991215
DR8901,2,Voluntariado,2025-07-11 14:43:54.565017
AV9029,5,Revision de inventario trimestral,2026-03-04 15:15:13.225916
CD0001,2,Reunion de proyectos,2025-11-04 17:50:25.237777
BE3019,5,Revision de inventario trimestral,2024-09-24 12:05:23.993889
DR8901,2,Operacion de Emergencia,2025-07-15 15:24:10.711701
RH8901,1,Mantenimiento,2024-05-04 14:56:44.217576
CD0002,2,Requerimiento de proyectos,2024-03-06 15:37:57.859409
RH8901,2,Capacitacion,2025-05-29 12:28:14.527599
DR8901,3,Requerimiento de proyectos,2026-03-20 11:13:03.125546
V56718,1,Requerimiento del almacen,2025-03-18 15:48:38.484846
CD0001,3,Capacitacion,2025-08-19 16:22:08.440332
V56718,3,Mantenimiento,2025-03-01 08:59:52.205362
CD0001,4,Capacitacion,2025-02-07 16:56:17.469612
DR8901,5,Reunion de proyectos,2024-02-19 11:33:05.839417
DR8901,2,Revision de inventario trimestral,2025-07-02 08:46:58.498310
DR8901,2,Requerimiento de proyectos,2024-07-11 12:28:33.520511
V56718,3,Capacitacion,2025-04-13 11:52:31.950736
V89890,1,Voluntariado,2025-10-20 10:29:18.485665
V83021,2,Operacion de Emergencia,2024-03-22 10:17:33.118461
V09973,2,AOG de ultimo momento,2024-11-26 08:11:13.318878
CD0001,2,Revision de inventario trimestral,2024-02-18 15:03:44.710389
RH8901,5,Requerimiento de proyectos,2025-12-30 15:03:21.613910
V83021,4,Requerimiento de proyectos,2025-03-24 08:21:51.415142
BE3019,4,Mantenimiento,2026-04-19 15:36:56.535252
V83021,3,Revision de inventario trimestral,2024-10-14 18:00:06.045366
CD0001,1,Mantenimiento,2025-08-03 09:24:54.708877
BE3019,5,Operacion de Emergencia,2024-09-03 08:55:27.667063
V56718,1,Voluntariado,2024-12-10 16:33:12.228561
V09973,3,Reunion de proyectos,2025-01-17 17:28:57.463096
V83021,3,Operacion de Emergencia,2025-12-04 08:06:22.448599
AV9029,2,Mantenimiento,2024-08-25 08:24:48.519487
V09973,2,AOG de ultimo momento,2025-12-22 12:04:06.312933
BE3019,4,Mantenimiento,2024-09-06 10:55:49.711700
BE3019,1,Requerimiento del almacen,2024-11-11 14:25:02.855988
AV9029,3,Capacitacion,2025-02-23 08:51:08.463556
BE3019,3,Reunion de proyectos,2025-01-08 09:58:22.873329
V09973,2,AOG de ultimo momento,2025-09-09 16:22:01.776444
DR8901,2,AOG de ultimo momento,2026-03-21 17:42:03.765509
V56718,3,Capacitacion,2025-08-20 13:15:34.435396
V09973,5,AOG de ultimo momento,2024-11-24 17:37:53.878127
V89890,5,Operacion de Emergencia,2024-04-11 11:09:06.739746
AV9029,3,Requerimiento del almacen,2025-02-22 14:31:20.882698
RH8901,2,Operacion de Emergencia,2024-02-25 11:18:54.930575
DR8901,2,Requerimiento del almacen,2025-03-13 08:48:40.539354
V56718,2,AOG de ultimo momento,2025-12-01 15:51:26.490807
CD0002,5,Capacitacion,2026-04-27 16:19:25.519519
DR8901,2,Revision de inventario trimestral,2025-01-19 14:19:22.542755
V09973,5,Operacion de Emergencia,2025-02-18 15:26:41.944281
V89890,2,Reunion de proyectos,2024-01-04 10:00:09.052187
V89890,3,Requerimiento de proyectos,2024-03-01 12:12:07.919018
V89890,2,Revision de inventario trimestral,2024-06-04 14:50:01.933974
V09973,3,AOG de ultimo momento,2024-06-21 09:41:40.744930
AV9029,4,Capacitacion,2025-06-14 18:56:13.525195
V89890,5,Reunion de proyectos,2024-08-23 10:25:27.470263
DR8901,4,AOG de ultimo momento,2025-08-01 14:09:00.205010
AV9029,2,Reunion de proyectos,2025-01-18 08:34:46.298991
V56718,1,AOG de ultimo momento,2025-05-29 16:18:04.110885
CD0001,1,AOG de ultimo momento,2024-03-15 14:42:13.846181
DR8901,2,Operacion de Emergencia,2024-08-07 16:14:00.732849
DR8901,2,Revision de inventario trimestral,2024-09-11 10:12:33.508366
CD0002,1,Requerimiento de proyectos,2024-03-27 13:56:44.767855
CD0002,2,Requerimiento del almacen,2026-01-13 15:32:53.728237
V83021,2,Operacion de Emergencia,2025-08-15 15:48:11.884307
CD0002,5,Voluntariado,2025-09-22 18:16:44.702502
DR8901,1,Operacion de Emergencia,2025-09-15 18:27:42.250800
V83021,1,Reunion de proyectos,2024-07-14 11:55:31.798983
CD0001,2,Revision de inventario trimestral,2024-01-01 13:47:51.913094
RH8901,2,Requerimiento del almacen,2025-02-16 15:13:39.487201
V09973,3,Capacitacion,2025-09-09 08:17:57.437404
V83021,2,Mantenimiento,2024-06-07 10:59:27.932350
CD0002,2,Requerimiento del almacen,2025-01-09 09:51:26.609425
V56718,3,Mantenimiento,2024-06-30 17:36:53.845216
V56718,2,Requerimiento del almacen,2025-05-15 09:21:43.555301
V89890,2,Operacion de Emergencia,2025-12-05 10:58:31.327218
V56718,4,AOG de ultimo momento,2024-06-04 18:29:38.967076
V56718,5,AOG de ultimo momento,2026-04-10 13:40:34.880324
BE3019,2,Voluntariado,2026-01-19 13:19:34.291543
V09973,2,Mantenimiento,2024-08-21 09:23:57.387093
AV9029,2,Voluntariado,2025-06-19 09:20:32.996279
DR8901,5,Requerimiento de proyectos,2026-04-18 13:00:27.748387
BE3019,2,AOG de ultimo momento,2025-12-12 12:36:50.838683
V09973,1,AOG de ultimo momento,2025-03-29 17:39:31.339373
DR8901,5,Capacitacion,2025-02-20 09:41:52.748248
V09973,3,Mantenimiento,2025-06-17 09:10:27.863055
CD0002,2,Requerimiento del almacen,2025-06-21 15:03:18.480789
V89890,5,Reunion de proyectos,2025-08-02 10:51:05.345332
RH8901,4,Requerimiento del almacen,2024-03-09 18:36:15.055732
V89890,2,Voluntariado,2025-09-17 14:32:09.840991
V83021,3,Operacion de Emergencia,2025-11-03 08:37:56.300680
V89890,4,Requerimiento de proyectos,2026-03-17 12:00:34.365723
CD0001,2,Voluntariado,2026-01-21 12:52:41.692179
RH8901,3,Voluntariado,2025-02-13 16:41:12.269613
CD0001,5,Requerimiento de proyectos,2025-10-23 09:58:12.160595
V56718,1,Reunion de proyectos,2025-01-16 17:12:33.931868
V83021,3,Requerimiento de proyectos,2024-03-31 08:44:01.231725
CD0002,5,Capacitacion,2025-01-23 17:32:00.628925
V56718,4,Capacitacion,2026-03-04 09:56:32.214073
AV9029,3,Mantenimiento,2025-08-19 12:00:09.251552
CD0002,2,Mantenimiento,2025-12-29 14:07:54.721223
CD0002,1,AOG de ultimo momento,2024-10-24 09:55:13.153694
V09973,1,AOG de ultimo momento,2026-04-30 09:22:14.727811
CD0001,3,Revision de inventario trimestral,2025-05-25 12:05:32.187804
V89890,4,AOG de ultimo momento,2025-01-14 10:11:34.324922
V56718,5,Mantenimiento,2024-04-19 08:36:22.012483
CD0002,3,Mantenimiento,2025-05-14 12:01:04.619081
V09973,2,Requerimiento de proyectos,2024-04-01 13:49:49.684378
RH8901,5,Reunion de proyectos,2026-03-10 13:02:26.315483
BE3019,2,Revision de inventario trimestral,2024-08-24 11:39:19.951736
AV9029,2,Capacitacion,2025-10-05 12:36:27.590061
V83021,2,AOG de ultimo momento,2024-01-01 15:51:33.808179
AV9029,4,Requerimiento de proyectos,2024-08-13 17:13:12.809885
AV9029,4,AOG de ultimo momento,2025-09-21 15:05:19.980541
CD0001,2,Requerimiento del almacen,2024-04-10 13:03:13.959632
BE3019,1,Requerimiento de proyectos,2026-01-01 17:28:21.285804
AV9029,2,Requerimiento de proyectos,2025-06-21 11:25:56.919992
CD0002,4,Revision de inventario trimestral,2024-03-26 13:10:25.299807
V89890,4,Operacion de Emergencia,2025-09-27 17:06:47.754431
RH8901,2,Revision de inventario trimestral,2026-04-20 09:36:24.542969
CD0001,4,Capacitacion,2024-08-22 17:18:24.726353
CD0002,5,Operacion de Emergencia,2025-11-26 08:48:11.617897
AV9029,2,Requerimiento del almacen,2024-02-25 13:09:20.845829
CD0002,2,Reunion de proyectos,2026-03-22 08:36:18.158556
CD0001,1,Requerimiento del almacen,2025-12-05 18:07:31.229298
V09973,3,Voluntariado,2026-03-06 17:07:44.236270
AV9029,2,Operacion de Emergencia,2025-01-24 14:01:38.543982
CD0001,2,Voluntariado,2025-03-13 18:26:04.410539
V89890,2,Requerimiento del almacen,2024-02-15 11:03:36.222946
V83021,4,Operacion de Emergencia,2025-06-02 18:48:53.152925
V83021,5,Requerimiento del almacen,2025-01-26 17:54:18.978550
V09973,3,Voluntariado,2025-04-02 13:56:47.240783
CD0001,4,Capacitacion,2025-02-11 13:20:47.325239
RH8901,2,Requerimiento del almacen,2025-07-16 17:56:54.301649
DR8901,2,Revision de inventario trimestral,2025-06-19 16:25:29.276776
BE3019,3,AOG de ultimo momento,2024-02-12 13:05:50.594097
V09973,3,Operacion de Emergencia,2025-03-31 18:15:35.127550
V09973,5,Reunion de proyectos,2024-11-19 18:04:14.627450
RH8901,4,Capacitacion,2025-11-11 09:48:27.718133
V56718,5,Requerimiento del almacen,2025-04-16 16:15:26.234799
CD0001,4,Mantenimiento,2025-01-24 18:51:54.797122
CD0002,3,Capacitacion,2024-10-19 17:20:49.500170
CD0002,2,Capacitacion,2025-06-22 12:38:58.422069
RH8901,5,Mantenimiento,2025-09-26 09:14:44.035515
CD0002,2,Voluntariado,2025-04-12 13:15:13.615602
AV9029,2,Revision de inventario trimestral,2025-01-27 09:31:39.429127
DR8901,2,Requerimiento del almacen,2024-01-26 12:34:07.944040
V89890,4,Revision de inventario trimestral,2025-09-21 16:45:10.803490
V09973,3,Voluntariado,2024-12-04 10:51:10.063110
AV9029,4,Mantenimiento,2025-09-15 13:08:37.570300
RH8901,3,AOG de ultimo momento,2024-06-25 16:36:41.561023
V89890,1,AOG de ultimo momento,2024-01-19 09:21:44.470907
V83021,3,Requerimiento del almacen,2025-08-31 10:34:51.067289
BE3019,2,Mantenimiento,2025-12-15 12:00:35.954999
CD0001,5,Requerimiento del almacen,2025-02-23 12:04:55.404684
AV9029,2,AOG de ultimo momento,2024-10-11 13:39:16.788923
DR8901,1,Requerimiento de proyectos,2024-03-08 12:15:04.369846
RH8901,2,Mantenimiento,2024-10-28 15:09:51.204727
RH8901,3,Requerimiento del almacen,2025-09-01 16:54:38.514522
CD0002,4,Mantenimiento,2024-08-09 08:06:41.777767
V89890,4,Requerimiento de proyectos,2025-03-09 18:54:48.938469
V09973,3,Voluntariado,2025-11-29 16:18:00.506750
V09973,1,Operacion de Emergencia,2026-03-17 14:27:14.231099
BE3019,1,Requerimiento de proyectos,2024-07-28 17:22:16.140278
V56718,4,Capacitacion,2026-02-05 13:49:34.355545
AV9029,4,Mantenimiento,2024-05-20 15:10:17.300519
AV9029,3,Operacion de Emergencia,2024-02-23 10:41:24.521269
V83021,4,Requerimiento del almacen,2024-09-29 14:03:26.451468
V56718,2,Revision de inventario trimestral,2024-07-02 12:43:50.539482
CD0002,5,Capacitacion,2025-04-03 15:51:51.757179
CD0002,3,Requerimiento de proyectos,2024-01-26 14:49:30.096424
BE3019,2,Voluntariado,2025-05-23 10:40:35.089412
V89890,4,Requerimiento del almacen,2024-02-10 16:08:43.588547
RH8901,5,Mantenimiento,2026-04-13 17:47:43.507001
BE3019,4,Capacitacion,2025-03-08 18:05:48.428444
V89890,2,Operacion de Emergencia,2025-01-11 18:50:14.325328
CD0002,5,Voluntariado,2024-05-11 14:51:30.555209
RH8901,2,Reunion de proyectos,2025-10-04 12:14:36.894227
RH8901,5,AOG de ultimo momento,2025-04-24 15:59:30.442009
V89890,5,Requerimiento del almacen,2025-10-22 14:54:35.647040
V83021,2,Requerimiento del almacen,2025-02-24 09:47:11.336141
RH8901,1,Voluntariado,2025-01-27 13:15:06.142698
CD0001,1,AOG de ultimo momento,2024-06-20 16:50:38.041115
AV9029,4,Voluntariado,2026-03-03 09:25:41.388970
AV9029,2,Voluntariado,2024-10-08 11:17:01.888833
AV9029,4,Operacion de Emergencia,2025-05-10 10:41:49.816559
V89890,2,Reunion de proyectos,2026-03-12 09:46:27.907572
AV9029,3,Voluntariado,2025-12-22 12:26:34.896694
V56718,2,Revision de inventario trimestral,2024-07-20 17:49:24.621589
AV9029,2,Reunion de proyectos,2025-09-04 12:17:11.591045
DR8901,2,Requerimiento del almacen,2025-03-25 12:58:47.592244
AV9029,1,AOG de ultimo momento,2024-07-10 08:25:59.330714
V09973,5,Mantenimiento,2024-11-30 08:33:23.297909
BE3019,3,Capacitacion,2025-04-26 09:44:29.427089
V56718,3,Capacitacion,2024-02-21 14:20:45.981934
DR8901,5,Requerimiento de proyectos,2026-02-04 15:40:36.700292
RH8901,5,Requerimiento de proyectos,2026-02-07 15:18:35.423784
AV9029,2,Reunion de proyectos,2025-08-11 11:10:09.935449
DR8901,2,AOG de ultimo momento,2024-01-27 11:56:36.844028
RH8901,3,Requerimiento del almacen,2026-02-12 08:12:01.801095
DR8901,2,AOG de ultimo momento,2025-06-28 17:40:30.640215
AV9029,2,Revision de inventario trimestral,2025-09-01 18:48:56.940869
V83021,4,Operacion de Emergencia,2025-07-30 18:35:28.406345
V83021,2,AOG de ultimo momento,2025-06-30 12:30:30.244831
CD0002,1,Requerimiento del almacen,2025-12-11 08:48:22.909194
RH8901,4,Reunion de proyectos,2025-08-21 14:59:55.254884
V09973,2,Requerimiento de proyectos,2026-03-07 10:09:23.756978
V83021,2,AOG de ultimo momento,2026-02-16 13:37:32.504530
AV9029,4,Requerimiento del almacen,2025-06-06 09:58:20.953262
BE3019,2,Reunion de proyectos,2026-04-26 10:52:31.602637
AV9029,1,Capacitacion,2025-05-30 17:17:50.976654
BE3019,1,Revision de inventario trimestral,2025-06-20 16:49:55.927961
BE3019,2,Mantenimiento,2024-02-19 14:04:39.703916
RH8901,2,Requerimiento de proyectos,2024-12-14 13:18:40.637605
V83021,3,Requerimiento de proyectos,2025-07-08 18:48:59.531728
V83021,2,Requerimiento del almacen,2024-04-15 09:23:11.746143
RH8901,3,Capacitacion,2025-11-21 18:12:38.308082
CD0002,1,AOG de ultimo momento,2024-01-09 14:01:10.978736
BE3019,1,Requerimiento de proyectos,2026-01-08 12:48:28.038349
CD0002,2,Requerimiento del almacen,2024-10-06 15:17:07.782840
V09973,1,AOG de ultimo momento,2024-10-03 14:41:34.358352
BE3019,3,Requerimiento del almacen,2025-05-27 15:34:33.473585
V56718,3,Requerimiento del almacen,2026-04-23 15:50:21.779785
AV9029,2,Requerimiento de proyectos,2024-12-20 16:38:01.561690
CD0002,4,Revision de inventario trimestral,2025-10-08 08:25:08.510056
V09973,2,Mantenimiento,2024-07-15 09:03:11.203851
V56718,5,Revision de inventario trimestral,2025-12-21 16:48:57.302647
CD0001,2,Mantenimiento,2024-04-07 14:20:33.964865
V09973,2,Revision de inventario trimestral,2025-02-02 09:06:12.910460
CD0002,2,AOG de ultimo momento,2025-01-07 13:28:35.003777
RH8901,3,Voluntariado,2024-05-06 10:00:26.153413
AV9029,4,Capacitacion,2024-01-02 11:22:30.907340
CD0002,2,Mantenimiento,2024-09-26 14:44:12.844995
DR8901,2,Capacitacion,2026-03-22 18:19:40.337226
CD0002,5,Revision de inventario trimestral,2025-10-23 11:00:46.907308
V56718,3,Revision de inventario trimestral,2025-07-14 17:34:15.707410
CD0002,2,Requerimiento de proyectos,2025-05-19 12:58:07.129788
V83021,2,Operacion de Emergencia,2025-10-09 14:59:55.317224
CD0002,4,Requerimiento de proyectos,2025-08-14 15:26:21.196480
V09973,3,Reunion de proyectos,2024-12-21 12:52:35.014256
V83021,5,Revision de inventario trimestral,2024-04-19 13:29:54.786305
V89890,1,Operacion de Emergencia,2025-06-14 17:56:28.839235
CD0001,5,Requerimiento de proyectos,2024-10-08 08:46:44.291630
V56718,1,Operacion de Emergencia,2025-05-29 10:05:10.592507
V89890,5,Capacitacion,2025-07-24 15:17:01.844199
DR8901,2,AOG de ultimo momento,2026-02-28 08:42:51.498873
V89890,2,Revision de inventario trimestral,2025-05-22 13:06:39.454373
V89890,4,AOG de ultimo momento,2025-05-05 13:58:24.872714
RH8901,2,Revision de inventario trimestral,2024-12-16 10:29:25.093451
RH8901,1,Capacitacion,2025-09-09 17:49:32.298412
BE3019,4,Requerimiento del almacen,2025-04-09 17:56:27.085658
BE3019,3,Reunion de proyectos,2024-09-06 16:54:11.956176
CD0002,1,Requerimiento del almacen,2024-07-25 17:12:26.042819
DR8901,1,AOG de ultimo momento,2025-02-23 17:47:19.244694
V56718,2,Operacion de Emergencia,2025-08-04 10:12:40.966354
DR8901,3,Voluntariado,2025-07-26 13:28:30.285326
V56718,4,AOG de ultimo momento,2025-04-25 08:03:15.522504
AV9029,4,Requerimiento del almacen,2024-06-02 12:21:56.796701
CD0001,4,AOG de ultimo momento,2024-11-27 13:54:22.720718
V89890,2,AOG de ultimo momento,2025-04-16 17:00:48.533374
RH8901,5,AOG de ultimo momento,2025-09-28 13:09:47.543236
CD0001,2,Requerimiento del almacen,2025-09-24 08:15:50.859763
BE3019,3,Reunion de proyectos,2024-11-30 09:04:17.925095
V09973,2,Reunion de proyectos,2025-04-28 09:23:44.472076
CD0002,2,AOG de ultimo momento,2024-07-02 14:21:46.467146
RH8901,3,Reunion de proyectos,2025-01-16 08:17:17.888892
V89890,5,Capacitacion,2025-01-09 09:24:36.053884
AV9029,3,Capacitacion,2024-12-02 09:33:28.755683
RH8901,3,Reunion de proyectos,2025-05-20 18:37:23.051402
AV9029,2,Revision de inventario trimestral,2025-11-01 11:40:53.503656
V89890,1,Operacion de Emergencia,2024-10-30 10:36:40.404994
AV9029,2,Mantenimiento,2024-08-14 17:35:06.574681
CD0002,3,Operacion de Emergencia,2026-03-22 11:35:37.353831
V83021,2,Operacion de Emergencia,2025-03-23 14:37:48.922670
V09973,1,AOG de ultimo momento,2024-11-12 16:50:44.717517
DR8901,2,Revision de inventario trimestral,2025-09-18 12:25:31.639651
CD0001,2,Mantenimiento,2025-12-01 15:23:46.595105
